0,0.22442108559995846,0.7144429676416444,0.0
1,0.1479684669122738,0.5396132149347445,-0.0984
2,0.15318085347884164,0.39011512733087306,-0.13776
3,0.18949243272248892,0.28068227520803124,-0.16727999999999998
4,0.2382,0.1539,-0.1968
5,0.4071773151527303,0.6072291201207696,-0.2149
6,0.5153,0.695,-0.2649
7,0.6204,0.785,-0.3049
8,0.8433,0.9367,-0.3349
9,0.4669,0.82,-0.2209
10,0.6107,0.9283,-0.2809
11,0.7793,1.04,-0.3309
12,0.853,1.1098,-0.3709
13,0.4313,0.9383,-0.1736
14,0.6014278417499942,1.0187855377429869,-0.27090000000000003
15,0.7194831994646937,1.1207686851664287,-0.24590000000000004
16,0.7924532305718877,1.226908406106437,-0.23090000000000005
17,0.3877771284590796,0.9980204316174112,-0.15259213745594025
18,0.5030926657920398,1.1051315374490691,-0.2649
19,0.5865298993830491,1.1996896107022355,-0.24490000000000003
20,0.6492308443370914,1.2950717763202946,-0.23490000000000003
